2,PID,A PID controller seeks to keep some input variable close to a desired setpoint by adjusting an output. The way in which it does this can be 'tuned' by adjusting three parameters (P,I,D).
920,Chronos,Easily manipulate date-times to perform scheduling, setup calendars and find points in time that are of interest.
921,DMXSerial2,Enables building DMX/RDM devices using the built-in serial port for Arduino boards UNO, Leonardo, Mega.
922,Tlc5940,Use the Texas Instruments TLC5940 16-channel LED Driver
923,LedDisplay,Print text to an Avago HCMS-29xx LED display.
924,OneSheeld,It allows you to control your 1Sheeld(s).
925,Iobeam,Client library for using the iobeam cloud.
928,uArmLibrary,uArm Library for Arduino
929,KONNEKTING Device Library,A library that enables creating KNX devices powered by Arduino.
931,MINDSi,Code to assist with running MINDSi robots
932,asip-services,A library to extend the core Asip library with additional services
933,SparkFun ISL29125 Breakout,Arduino library showing basic functionality for the ISL29125 RGB Light Sensor Breakout Board.
934,StereoSID,MOS6581 Stereo SID Emulator Arduino Library
935,six-digit-seven-segment,A library that allows you to easily controll a 6-digit 7-Segment Multiplex Matrix
936,EnergyBoard,Enables reading polyphase energy-monitor parameters of LVX EnergyBoard
937,Infrared,An object oriented library for sending, receiving, and analyzing IR signals on the Arduino.
938,EducationShield,Library used for the completion of all the projects related to CTC
939,PM2005Lib,Controls and reads out data from a PM2005 laser particle sensor module.
940,SparkFun Quadstepper Motor Driver,4-axis stepper motor driver, available from SparkFun Electronics
941,NeoPixel Painter,Arduino library for easy creation of LED strip animations, based on the NeoPixel library.
942,U8g2,Library for monochrome LCDs and OLEDs. Successor of U8glib. Features: UTF8, >700 fonts, all Arduino Boards supported
943,Ucglib,A library for true color TFTs and OLEDs
944,SparkFun MPU-9250 9 DOF IMU Breakout,Driver for InvenSense's MPU-9250 9-DOF IMU (3-axis gyroscope, 3-axis accelerometer & 3-axis magnetometer)
946,ArduinoUnit,Unit test framework for arduino projects.
947,SmartCardReader,A Library with Samples for the Parallax Smart Card Reader.
948,SmartMatrix3,Drive multiplexed RGB matrix panels from your Teensy 3.2 or 3.1
949,NmraDcc,Enables NMRA DCC Communication
950,GSM-Playground,A library for GSM Playground device.
951,Sindormir SevenSegments,Simple Seven Segments library for Arduino.
952,openag_dht22,OpenAg driver for the DHT22 air temperature and humidity sensor
953,openag_atlas_orp,OpenAg driver for the Atlas Scientific ORP sensor
954,openag_ds18b20,OpenAg driver for the DS18B20 temperature sensor
955,openag_atlas_do,OpenAg driver for the Atlas Scientific DO sensor
956,TM1638,A library for interacting an arduino with a TM1638/TM1640
964,OLED_pictivaWide,Very fast driver for Osram Pictiva OLED OS288048PQ33MxxC11
965,gpio_MCP23S17,A complete library for Microchip GPIO expander MCP23S17.
966,TFT_ST7735,A fast full featured SPI driver for TFT drived by TFT_ST7735, fully SPI Transaction compatible and Fast.
967,SSD_13XX,A fast full featured SPI driver for TFT drived by SSD_13XX, fully SPI Transaction compatible and Fast.
968,HPDL1414,A library for the I2C 16 port LED/GPIO driver compatible with most MCU's.
969,GY953,A study for the GY-953 servo controlled 9-DOA module.
970,TFT_ILI93XX,A fast full featured SPI driver for TFT drived by ILI93XX, fully SPI Transaction compatible and Fast.
971,RA8875,A Full fetured SPI driver for RA8875 based displays.For Teensy 3.1,Teensy3.0,Teensy LC,Arduino's and ENERGIA based MCU.
972,servo_PCA9685,Library for PCA9685 16ch Servo with I2C used for servos
973,gpio_expander,An attemp to create an universal library for almost all GPIO chip around
974,CAT9552,A library for the I2C 16 port LED/GPIO driver compatible with most MCU's.
975,simplyEncoder,A superlight and simply driver for encoders that doesn't need any exotic feature like INT, etc.
976,PT2313,A library for Princeton Technology Corp PT2313 L or E Audio Chip, drived by I2C.
978,QTRSensors,Arduino library for the Pololu QTR Reflectance Sensors
979,Arduino PLS7 shield,Arduino shield with various I/O devices
980,DualVNH5019MotorShield,Arduino library for the Pololu Dual VNH5019 Motor Driver Shield
981,L3G,Arduino library for Pololu L3G4200D, L3GD20, and L3G4200D boards
983,LPS,Arduino library for Pololu LPS25H and LPS331AP boards
984,Arduino Twitter Library,Arduino Twitter Library to send tweets
985,PololuQik,Arduino library for the Pololu qik dual serial motor controllers
986,LSM303,Arduino library for Pololu LSM303 boards
987,TheThingsNetwork,An Arduino library for the The Things Network.
988,PololuHD44780,C++ library for the Arduino IDE that allows you to control an LCD that uses the Hitachi HD44780 protocol.
989,FastGPIO,Faster general-purpose I/O
990,A4990MotorShield,Arduino library for the Pololu A4990 Dual Motor Driver Shield
991,Json Writer,Json Writer is a light weight library that make it easier to generate json document on Arduino without memory limitation
993,MegunoLink,Library for storing data in the eeprom, processing serial messages and plotting data with MegunoLink.
994,DRV8835MotorShield,Arduino library for the Pololu DRV8835 Dual Motor Driver Shield
995,Buzz,AC/static electricity-based motion detection using only the ADC and a wire!
998,Volume2,Gives tone() functionality with multiple waveforms and 8-bit volume control - with no extra parts!
999,RFcontrol,Arduino library for 433mhz RF sniffing and receiving.
1003,ProtocolBuffersStream,Send and receive objects easily over a stream
1005,VoltMeter,Voltmeter using a voltage divider
1006,istime,Timer library
1008,DFRobotIRPosition,Driver for Positioning ir camera from DFRobot
1009,ControleForno,Uma biblioteca para controle e automacao de forno tipo esteira.
1010,ExodeCore,Communication between Arduino microcontroller boards and a connected computers.
1014,Average,Average and statictical class
1015,Blinker,Non-blocking LED blinking class
1017,CircularBuffer,Generic Circular Buffer class
1018,CLI,Command Line Interface (CLI) system for Arduino
1019,DebouncedInput,Button debouncing class
1090,AD56XXR,Library for interfacing with the AD56XXR dual/quad 12/14/16 bit DACs (AD5624R, AD5644R, AD5664R, AD5623R, AD5643R, AD5663R).
1092,Adafruit MQTT Library,MQTT library that supports the CC3000, FONA, ESP8266, Yun, and generic Arduino Client hardware.
1095,advancedSerial,An Arduino library with additions to vanilla Serial.print(). Chainable methods and verbosity levels. Suitable for debug messages.
1099,Adafruit MMA8451 Library,Arduino library for the MMA8451 Triple-Axis Accelerometer - 2/4/8g @ 14-bit
1100,HX711,An Arduino library to interface the Avia Semiconductor HX711 24-Bit Analog-to-Digital Converter (ADC) for Weight Scales.
1101,ESP8266wifi,ESP8266 Arduino library with built in reconnect functionality
1102,Adafruit HDC1000 Library,Arduino library for HDC1000 and HDC1008 sensors.
1103,ArdOSC,Open Sound Control(OSC) Library for Arduino.
1104,MIDIUSB,Allows an Arduino board with USB capabilites to act as a MIDI instrument over USB.
1105,clickButton,A library that decodes multiple clicks on one button. Also copes with long clicks and click-and-hold.
1106,Bounce2,Debouncing library for Arduino or Wiring
1160,mhz19,MH-Z19 CO2 sensor library
1161,AB BLE,Example code for AB BLE chipset
1162,SwitecX25,Arduino library for driving Switec X25.168 miniature stepper motors
1163,ArduinoNATS,An Arduino / ESP8266 / Particle Photon compatible C++ library for communicating with a NATS (http://nats.io) server.
1164,ModBusSlave,ModBusSlave + support to handle RS-485 driver output.
1165,LiquidCrystal_PCF8574,A library for driving LiquidCrystal displays (LCD) by using the I2C bus and an PCF8574 I2C adapter.
1166,MakeBlockDrive,Use to drive all devices provided by Makeblock company.
1167,LoRa,An Arduino library for sending and receiving data using LoRa radios.
1168,IQRF SPI,IQRF SPI library for Arduino
1169,IQRF DPA,IQRF DPA library
1170,Arduino TMK Keyboard,Arduino wrapper for the TMK Keyboard firmware
1171,I2cDiscreteIoExpander,Arduino library for the Texas Instruments PCF8575C 16-bit I2C I/O expander.
1172,i2c_adc_ads7828,Arduino library for the Texas Instruments ADS7828 12-bit, 8-channel I2C A/D converter.
1173,EasyWebServer,An easy-to-use web server
1174,arduino-bluetooth,Arduino library for some bluetooth modules (RN42)
1175,NDNOverUDP,A simpler and lighter NDN protocol for local IoT contexts.
1176,ADXL362,Library for ADXL362 - http://analog.com/adxl362
1177,Yaesu FT857D CAT,Simulate a Yaesu FT-857D radio from the CAT point of view.
1178,MCP9802,MCP9802 Driver (12-BIT Temperature Sensor with I2C Interface)
1179,PmodCls,Driver for the Digilent PmodCLS LCD device
1180,JoystickLib,A library providing an interface for reading a 2-axis analog joystick.
1181,CrystalFontz632,A library providing a driver for CrystalFontz 63x-series intelligent serial LCD displays.
1182,HalfStepper,<br/>An Arduino library to enable half-stepping and single/dual phasing for step motors.
1183,Pubnub,Pubnub SDK for Arduino.
1184,Plotter,An Arduino library for easy plotting on host computer via serial communication.
1185,ArduinoHAF,A hardware abstraction framework for Arduino. Provides abstractions for devices attached to Arduino.
1186,LIDAR-Lite v3,Arduino library for LIDAR-Lite v3.
1188,ArduinoCrashMonitor,An interrupt-driven crash monitor implementing the Arduino watchdog and stores crash reports in EEPROM.
1190,Lucky Shield,Arduino library for Lucky Shield
1193,Ingenia Serial Servo Driver Library,Arduino library for control Ingenia Servo Drivess using serial communication.
1194,BlynkESP8266,
1196,CryptoAuth,Device driver library for the Atmel ATSHA204 and ATECC108
1197,RTCLib by NeiroN,A library that makes interfacing DS1302, DS1307, DS3231, PCF8583, PCF8563, RTC_Millis Real Time Clock modules easy.
1198,PacketSerial,A small, efficient library for sending serial data packets.
1199,SixAxisRing,A library for communicating with the Six Axis Shield.
1200,BufferUtils,An Arduino library for working with Buffers.
1201,Logger,An Arduino library for serial logging.
1202,CRC32,An Arduino library for calculating a CRC32 checksum.
1203,ADS1110,ADS1110 Driver (16-BIT ADC with Onboard Reference, PGA and I2C Interface)
1204,KeyDetector,A library for detecting state change on analog and digital pins.
